Time Elapsed/s,Agent Population,Food Population
1279.0,18,28
1280.0,18,30
1281.0,18,30
1282.0,18,30
1283.0,18,30
1284.0,18,30
1285.0,17,29
1286.0,17,29
1287.0,17,30
1288.0,17,30
1289.0,16,30
1290.0,16,29
1291.0,17,27
1292.0,17,29
1293.0,17,28
1294.0,17,29
1295.0,18,28
1296.0,19,27
1297.0,19,28
1298.0,19,29
1299.0,19,29
1300.0,19,30
1301.0,19,31
1302.0,19,30
1303.0,19,30
1304.0,19,31
1305.0,19,31
1306.0,18,33
1307.0,18,33
1308.0,18,33
1309.0,18,32
1310.0,18,31
1311.0,19,30
1312.0,19,30
1313.0,19,31
1314.0,19,31
1315.0,19,31
1316.0,19,32
1317.0,19,31
1318.0,19,31
1319.0,19,31
1320.0,19,32
1321.0,20,30
1322.0,20,29
1323.0,20,29
1324.0,20,27
1325.0,20,28
1326.0,20,30
1327.0,20,30
1328.0,20,29
1329.0,20,28
1330.0,20,28
1331.0,20,27
1332.0,20,28
1333.0,20,28
1334.0,20,30
1335.0,20,30
1336.0,20,31
1337.0,19,32
1338.0,20,31
1339.0,20,31
1340.0,21,27
1341.0,22,25
1342.0,22,23
1343.0,21,23
1344.0,21,23
1345.0,22,23
1346.0,22,23
1347.0,22,23
1348.0,22,24
1349.0,23,23
1350.0,23,22
1351.0,24,20
1352.0,24,21
1353.0,24,21
1354.0,24,23
1355.0,24,22
1356.0,24,23
1357.0,24,23
1358.0,24,23
1359.0,24,23
1360.0,24,24
1361.0,25,23
1362.0,25,23
1363.0,25,24
1364.0,25,25
1365.0,25,26
1366.0,25,27
1367.0,25,27
1368.0,25,25
1369.0,25,25
1370.0,25,25
1371.0,25,25
1372.0,25,26
1373.0,25,26
1374.0,25,26
1375.0,25,26
1376.0,25,27
1377.0,25,26
1378.0,25,26
1379.0,25,26
1380.0,25,26
1381.0,25,26
1382.0,25,26
1383.0,25,25
1384.0,25,25
1385.0,25,25
1386.0,25,24
1387.0,26,22
1388.0,26,23
1389.0,26,24
1390.0,26,24
1391.0,26,24
1392.0,26,25
1393.0,26,25
1394.0,26,23
1395.0,25,23
1396.0,25,23
1397.0,26,23
1398.0,27,22
1399.0,27,22
1400.0,27,23
1401.0,27,23
1402.0,27,23
1403.0,27,26
1404.0,27,27
1405.0,27,27
1406.0,27,27
1407.0,27,27
1408.0,28,27
1409.0,28,27
1410.0,28,27
1411.0,27,27
1412.0,27,26
1413.0,27,25
1414.0,27,23
1415.0,28,24
1416.0,28,22
1417.0,28,22
1418.0,29,20
1419.0,29,21
1420.0,29,20
1421.0,30,19
1422.0,30,19
1423.0,30,20
1424.0,30,20
1425.0,31,18
1426.0,31,17
1427.0,31,18
1428.0,31,20
1429.0,31,20
1430.0,31,20
1431.0,31,20
1432.0,31,21
1433.0,32,19
1434.0,32,18
1435.0,32,17
1436.0,32,17
1437.0,32,18
1438.0,32,18
1439.0,32,17
1440.0,32,17
1441.0,32,17
1442.0,33,15
1443.0,33,15
1444.0,33,15
1445.0,33,15
1446.0,32,15
1447.0,32,13
1448.0,32,13
1449.0,32,14
1450.0,32,14
1451.0,32,14
1452.0,32,14
1453.0,32,13
1454.0,32,12
1455.0,32,12
1456.0,32,13
1457.0,32,13
1458.0,32,14
1459.0,33,13
1460.0,33,14
1461.0,32,14
1462.0,32,12
1463.0,32,12
1464.0,31,12
1465.0,31,10
1466.0,31,10
1467.0,31,10
1468.0,31,11
1469.0,31,11
1470.0,30,8
1471.0,30,8
1472.0,30,8
1473.0,30,8
1474.0,30,8
1475.0,30,8
1476.0,30,8
1477.0,30,9
1478.0,30,8
1479.0,30,8
1480.0,30,8
1481.0,30,8
1482.0,30,8
1483.0,30,8
1484.0,30,8
1485.0,30,8
1486.0,30,9
1487.0,30,8
1488.0,30,8
1489.0,30,8
1490.0,29,9
1491.0,28,10
1492.0,28,10
1493.0,28,9
1494.0,28,8
1495.0,28,7
1496.0,28,7
1497.0,27,7
1498.0,26,7
1499.0,25,9
1500.0,25,9
1501.0,25,10
1502.0,25,10
1503.0,26,10
1504.0,26,10
1505.0,26,9
1506.0,26,11
1507.0,26,11
1508.0,26,11
1509.0,26,10
1510.0,26,10
1511.0,26,11
1512.0,26,11
1513.0,26,11
1514.0,26,11
1515.0,25,11
1516.0,25,10
1517.0,25,8
1518.0,25,9
1519.0,25,9
1520.0,25,9
1521.0,25,9
1522.0,25,9
1523.0,25,8
1524.0,25,9
1525.0,25,9
1526.0,24,9
1527.0,24,9
1528.0,24,9
1529.0,24,9
1530.0,24,8
1531.0,24,8
1532.0,24,7
1533.0,24,7
1534.0,24,7
1535.0,24,9
1536.0,24,10
1537.0,24,10
1538.0,24,10
1539.0,24,10
1540.0,24,9
1541.0,24,10
1542.0,23,10
1543.0,23,10
1544.0,23,10
1545.0,23,11
1546.0,23,12
1547.0,23,11
1548.0,23,10
1549.0,23,9
1550.0,23,10
1551.0,23,10
1552.0,23,9
1553.0,23,9
1554.0,23,9
1555.0,23,10
1556.0,23,11
1557.0,24,10
1558.0,24,11
1559.0,24,11
1560.0,24,11
1561.0,24,11
1562.0,24,11
1563.0,24,11
1564.0,24,11
1565.0,23,10
1566.0,23,12
1567.0,22,12
1568.0,21,12
1569.0,21,12
1570.0,21,13
1571.0,21,13
1572.0,21,13
1573.0,21,14
1574.0,21,14
1575.0,20,14
1576.0,20,14
1577.0,20,14
1578.0,20,14
1579.0,20,14
1580.0,20,15
1581.0,20,14
1582.0,20,14
1583.0,20,14
1584.0,20,15
1585.0,20,15
1586.0,20,16
1587.0,20,18
1588.0,20,19
1589.0,20,19
1590.0,20,20
1591.0,20,20
1592.0,20,20
1593.0,21,18
1594.0,21,19
1595.0,20,20
1596.0,20,21
1597.0,20,23
1598.0,20,23
1599.0,20,24
1600.0,21,23
1601.0,20,24
1602.0,20,23
1603.0,20,23
1604.0,20,23
1605.0,20,23
1606.0,20,23
1607.0,21,19
1608.0,21,18
1609.0,20,18
1610.0,20,20
1611.0,20,20
1612.0,20,20
1613.0,20,20
1614.0,20,20
1615.0,20,20
1616.0,20,20
1617.0,20,20
1618.0,20,20
1619.0,20,21
1620.0,20,21
1621.0,20,22
1622.0,20,22
1623.0,20,22
1624.0,20,20
1625.0,20,21
1626.0,20,20
1627.0,20,19
1628.0,20,19
1629.0,20,19
1630.0,20,19
1631.0,20,20
1632.0,21,19
1633.0,21,19
1634.0,21,19
1635.0,21,19
1636.0,21,19
1637.0,21,20
1638.0,20,21
1639.0,20,21
1640.0,20,20
1641.0,19,20
1642.0,19,21
1643.0,19,22
1644.0,19,21
1645.0,19,19
1646.0,19,19
1647.0,19,19
1648.0,19,19
1649.0,19,19
1650.0,19,18
1651.0,19,18
